entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_node_id,raw_type
E0181,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:11:加砂中:主缝延伸,worktype
E0182,工况时间 2024-01-09 18:26:40,时间点,工况时间 2024-01-09 18:26:40 为时间点实体。,,,,worktype_time:红页L1HF:11:加砂中:主缝延伸,time
E0183,砂比平均值: 6.7768,施工参数,砂比平均值: 6.7768 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂中:主缝延伸:砂比:mean,stat
E0184,砂比方差: 5.0149,施工参数,砂比方差: 5.0149 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂中:主缝延伸:砂比:var,stat
E0185,排量平均值: 22.2497,施工参数,排量平均值: 22.2497 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂中:主缝延伸:排量:mean,stat
E0186,排量方差: 0.0302,施工参数,排量方差: 0.0302 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂中:主缝延伸:排量:var,stat
E0187,施工泵压平均值: 83.2476,施工参数,施工泵压平均值: 83.2476 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂中:主缝延伸:施工泵压:mean,stat
E0188,施工泵压方差: 2.8783,施工参数,施工泵压方差: 2.8783 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂中:主缝延伸:施工泵压:var,stat
E0189,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:11:加砂中:主缝延伸,suggestion
E0190,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:11:加砂后,condition
E0191,施工时间 2024-01-09 18:53:40,时间点,施工时间 2024-01-09 18:53:40 为时间点实体。,,,,condition_time:红页L1HF:11:加砂后,time
E0192,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:11:加砂后:砂比:mean,stat
E0193,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:11:加砂后:砂比:var,stat
E0194,排量平均值: 2.4315,施工参数,排量平均值: 2.4315 为施工参数特征。,,,,condition_stats:红页L1HF:11:加砂后:排量:mean,stat
E0195,排量方差: 45.9831,施工参数,排量方差: 45.9831 为施工参数特征。,,,,condition_stats:红页L1HF:11:加砂后:排量:var,stat
E0196,施工泵压平均值: 42.3954,施工参数,施工泵压平均值: 42.3954 为施工参数特征。,,,,condition_stats:红页L1HF:11:加砂后:施工泵压:mean,stat
E0197,施工泵压方差: 192.6975,施工参数,施工泵压方差: 192.6975 为施工参数特征。,,,,condition_stats:红页L1HF:11:加砂后:施工泵压:var,stat
E0198,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:11:加砂后:主缝延伸,worktype
E0199,工况时间 2024-01-09 18:53:40,时间点,工况时间 2024-01-09 18:53:40 为时间点实体。,,,,worktype_time:红页L1HF:11:加砂后:主缝延伸,time
E0200,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂后:主缝延伸:砂比:mean,stat
E0201,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂后:主缝延伸:砂比:var,stat
E0202,排量平均值: 22.28,施工参数,排量平均值: 22.28 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂后:主缝延伸:排量:mean,stat
E0203,排量方差: 0.0,施工参数,排量方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂后:主缝延伸:排量:var,stat
E0204,施工泵压平均值: 83.2775,施工参数,施工泵压平均值: 83.2775 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂后:主缝延伸:施工泵压:mean,stat
E0205,施工泵压方差: 0.0026,施工参数,施工泵压方差: 0.0026 为施工参数特征。,,,,worktype_stats:红页L1HF:11:加砂后:主缝延伸:施工泵压:var,stat
E0206,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:11:加砂后:主缝延伸,suggestion
E0207,段号 12,压裂段,段号 12 为压裂段实体。,,,,segment:红页L1HF:12,segment
E0208,段号时间 2024-01-10 07:57:30,时间点,段号时间 2024-01-10 07:57:30 为时间点实体。,,,,segment_time:红页L1HF:12,time
E0209,砂比平均值: 9.8198,施工参数,砂比平均值: 9.8198 为施工参数特征。,,,,segment_stats:红页L1HF:12:砂比:mean,stat
E0210,砂比方差: 6.9018,施工参数,砂比方差: 6.9018 为施工参数特征。,,,,segment_stats:红页L1HF:12:砂比:var,stat
E0211,排量平均值: 16.2737,施工参数,排量平均值: 16.2737 为施工参数特征。,,,,segment_stats:红页L1HF:12:排量:mean,stat
E0212,排量方差: 107.9838,施工参数,排量方差: 107.9838 为施工参数特征。,,,,segment_stats:红页L1HF:12:排量:var,stat
E0213,施工泵压平均值: 66.5042,施工参数,施工泵压平均值: 66.5042 为施工参数特征。,,,,segment_stats:红页L1HF:12:施工泵压:mean,stat
E0214,施工泵压方差: 322.1387,施工参数,施工泵压方差: 322.1387 为施工参数特征。,,,,segment_stats:红页L1HF:12:施工泵压:var,stat
E0215,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:12:加砂前,condition
E0216,施工时间 2024-01-10 07:57:30,时间点,施工时间 2024-01-10 07:57:30 为时间点实体。,,,,condition_time:红页L1HF:12:加砂前,time
E0217,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂前:砂比:mean,stat
E0218,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂前:砂比:var,stat
E0219,排量平均值: 8.5328,施工参数,排量平均值: 8.5328 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂前:排量:mean,stat
E0220,排量方差: 55.1458,施工参数,排量方差: 55.1458 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂前:排量:var,stat
E0221,施工泵压平均值: 58.951,施工参数,施工泵压平均值: 58.951 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂前:施工泵压:mean,stat
E0222,施工泵压方差: 461.8671,施工参数,施工泵压方差: 461.8671 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂前:施工泵压:var,stat
E0223,工况 缝高延伸,工况事件,工况 缝高延伸 为工况事件实体。,,,,worktype:红页L1HF:12:加砂前:缝高延伸,worktype
E0224,工况时间 2024-01-10 08:19:40,时间点,工况时间 2024-01-10 08:19:40 为时间点实体。,,,,worktype_time:红页L1HF:12:加砂前:缝高延伸,time
E0225,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂前:缝高延伸:砂比:mean,stat
E0226,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂前:缝高延伸:砂比:var,stat
E0227,排量平均值: 18.0186,施工参数,排量平均值: 18.0186 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂前:缝高延伸:排量:mean,stat
E0228,排量方差: 16.46,施工参数,排量方差: 16.46 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂前:缝高延伸:排量:var,stat
E0229,施工泵压平均值: 84.5251,施工参数,施工泵压平均值: 84.5251 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂前:缝高延伸:施工泵压:mean,stat
E0230,施工泵压方差: 31.0088,施工参数,施工泵压方差: 31.0088 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂前:缝高延伸:施工泵压:var,stat
E0231,当前建议: 保持当前措施,处置建议,当前建议: 保持当前措施 为处置建议实体。,,,,suggestion:红页L1HF:12:加砂前:缝高延伸,suggestion
E0232,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:12:加砂中,condition
E0233,施工时间 2024-01-10 08:31:00,时间点,施工时间 2024-01-10 08:31:00 为时间点实体。,,,,condition_time:红页L1HF:12:加砂中,time
E0234,砂比平均值: 9.8198,施工参数,砂比平均值: 9.8198 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂中:砂比:mean,stat
E0235,砂比方差: 6.9018,施工参数,砂比方差: 6.9018 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂中:砂比:var,stat
E0236,排量平均值: 23.7324,施工参数,排量平均值: 23.7324 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂中:排量:mean,stat
E0237,排量方差: 2.1989,施工参数,排量方差: 2.1989 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂中:排量:var,stat
E0238,施工泵压平均值: 77.2594,施工参数,施工泵压平均值: 77.2594 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂中:施工泵压:mean,stat
E0239,施工泵压方差: 15.2208,施工参数,施工泵压方差: 15.2208 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂中:施工泵压:var,stat
E0240,工况 缝内暂堵,工况事件,工况 缝内暂堵 为工况事件实体。,,,,worktype:红页L1HF:12:加砂中:缝内暂堵,worktype
E0241,工况时间 2024-01-10 08:48:10,时间点,工况时间 2024-01-10 08:48:10 为时间点实体。,,,,worktype_time:红页L1HF:12:加砂中:缝内暂堵,time
E0242,砂比平均值: 6.3645,施工参数,砂比平均值: 6.3645 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝内暂堵:砂比:mean,stat
E0243,砂比方差: 2.6942,施工参数,砂比方差: 2.6942 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝内暂堵:砂比:var,stat
E0244,排量平均值: 24.0116,施工参数,排量平均值: 24.0116 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝内暂堵:排量:mean,stat
E0245,排量方差: 0.0001,施工参数,排量方差: 0.0001 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝内暂堵:排量:var,stat
E0246,施工泵压平均值: 76.5925,施工参数,施工泵压平均值: 76.5925 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝内暂堵:施工泵压:mean,stat
E0247,施工泵压方差: 8.9653,施工参数,施工泵压方差: 8.9653 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝内暂堵:施工泵压:var,stat
E0248,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:12:加砂中:缝内暂堵,suggestion
E0249,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:12:加砂中:缝口暂堵,worktype
E0250,工况时间 2024-01-10 09:49:40,时间点,工况时间 2024-01-10 09:49:40 为时间点实体。,,,,worktype_time:红页L1HF:12:加砂中:缝口暂堵,time
E0251,砂比平均值: 8.5068,施工参数,砂比平均值: 8.5068 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝口暂堵:砂比:mean,stat
E0252,砂比方差: 7.6261,施工参数,砂比方差: 7.6261 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝口暂堵:砂比:var,stat
E0253,排量平均值: 22.1333,施工参数,排量平均值: 22.1333 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝口暂堵:排量:mean,stat
E0254,排量方差: 11.7725,施工参数,排量方差: 11.7725 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝口暂堵:排量:var,stat
E0255,施工泵压平均值: 73.1143,施工参数,施工泵压平均值: 73.1143 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝口暂堵:施工泵压:mean,stat
E0256,施工泵压方差: 50.9636,施工参数,施工泵压方差: 50.9636 为施工参数特征。,,,,worktype_stats:红页L1HF:12:加砂中:缝口暂堵:施工泵压:var,stat
E0257,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:12:加砂中:缝口暂堵,suggestion
E0258,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:12:加砂后,condition
E0259,施工时间 2024-01-10 10:31:10,时间点,施工时间 2024-01-10 10:31:10 为时间点实体。,,,,condition_time:红页L1HF:12:加砂后,time
E0260,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂后:砂比:mean,stat
E0261,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂后:砂比:var,stat
E0262,排量平均值: 1.9561,施工参数,排量平均值: 1.9561 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂后:排量:mean,stat
E0263,排量方差: 40.3114,施工参数,排量方差: 40.3114 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂后:排量:var,stat
E0264,施工泵压平均值: 42.5641,施工参数,施工泵压平均值: 42.5641 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂后:施工泵压:mean,stat
E0265,施工泵压方差: 117.6677,施工参数,施工泵压方差: 117.6677 为施工参数特征。,,,,condition_stats:红页L1HF:12:加砂后:施工泵压:var,stat
E0266,段号 13,压裂段,段号 13 为压裂段实体。,,,,segment:红页L1HF:13,segment
E0267,段号时间 2024-01-10 14:57:40,时间点,段号时间 2024-01-10 14:57:40 为时间点实体。,,,,segment_time:红页L1HF:13,time
E0268,砂比平均值: 9.4558,施工参数,砂比平均值: 9.4558 为施工参数特征。,,,,segment_stats:红页L1HF:13:砂比:mean,stat
E0269,砂比方差: 7.3203,施工参数,砂比方差: 7.3203 为施工参数特征。,,,,segment_stats:红页L1HF:13:砂比:var,stat
E0270,排量平均值: 16.2405,施工参数,排量平均值: 16.2405 为施工参数特征。,,,,segment_stats:红页L1HF:13:排量:mean,stat
E0271,排量方差: 107.5521,施工参数,排量方差: 107.5521 为施工参数特征。,,,,segment_stats:红页L1HF:13:排量:var,stat
E0272,施工泵压平均值: 65.4647,施工参数,施工泵压平均值: 65.4647 为施工参数特征。,,,,segment_stats:红页L1HF:13:施工泵压:mean,stat
E0273,施工泵压方差: 287.2276,施工参数,施工泵压方差: 287.2276 为施工参数特征。,,,,segment_stats:红页L1HF:13:施工泵压:var,stat
E0274,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:13:加砂前,condition
E0275,施工时间 2024-01-10 14:57:40,时间点,施工时间 2024-01-10 14:57:40 为时间点实体。,,,,condition_time:红页L1HF:13:加砂前,time
E0276,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:13:加砂前:砂比:mean,stat
E0277,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:13:加砂前:砂比:var,stat
E0278,排量平均值: 7.1444,施工参数,排量平均值: 7.1444 为施工参数特征。,,,,condition_stats:红页L1HF:13:加砂前:排量:mean,stat
E0279,排量方差: 39.7376,施工参数,排量方差: 39.7376 为施工参数特征。,,,,condition_stats:红页L1HF:13:加砂前:排量:var,stat
E0280,施工泵压平均值: 56.187,施工参数,施工泵压平均值: 56.187 为施工参数特征。,,,,condition_stats:红页L1HF:13:加砂前:施工泵压:mean,stat
E0281,施工泵压方差: 385.1827,施工参数,施工泵压方差: 385.1827 为施工参数特征。,,,,condition_stats:红页L1HF:13:加砂前:施工泵压:var,stat
E0282,工况 缝高延伸,工况事件,工况 缝高延伸 为工况事件实体。,,,,worktype:红页L1HF:13:加砂前:缝高延伸,worktype
E0283,工况时间 2024-01-10 15:19:40,时间点,工况时间 2024-01-10 15:19:40 为时间点实体。,,,,worktype_time:红页L1HF:13:加砂前:缝高延伸,time
E0284,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:13:加砂前:缝高延伸:砂比:mean,stat
E0285,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:13:加砂前:缝高延伸:砂比:var,stat
E0286,排量平均值: 16.9782,施工参数,排量平均值: 16.9782 为施工参数特征。,,,,worktype_stats:红页L1HF:13:加砂前:缝高延伸:排量:mean,stat
E0287,排量方差: 10.3086,施工参数,排量方差: 10.3086 为施工参数特征。,,,,worktype_stats:红页L1HF:13:加砂前:缝高延伸:排量:var,stat
E0288,施工泵压平均值: 85.142,施工参数,施工泵压平均值: 85.142 为施工参数特征。,,,,worktype_stats:红页L1HF:13:加砂前:缝高延伸:施工泵压:mean,stat
E0289,施工泵压方差: 39.0722,施工参数,施工泵压方差: 39.0722 为施工参数特征。,,,,worktype_stats:红页L1HF:13:加砂前:缝高延伸:施工泵压:var,stat
