entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_id
E00179,时间窗 W006,时间窗,井 红页L1HF-段 14 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:14:6
E00180,0.12%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 14-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:14:6:0.12%减阻水
E00181,"施工泵压变化 起80→止0.56，变化-79.44，均值43.5917，范围[0.56, 80.08]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:14:6
E00182,"排量变化 起24.04→止0，变化-24.04，均值2.2208，范围[0, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:14:6
E00183,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:14:6
E00184,段 15,压裂段,井 红页L1HF 的第 15 段。,,,,segment:红页L1HF:15
E00185,时间窗 W001,时间窗,井 红页L1HF-段 15 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:15:1
E00186,0.12%减阻水@时间窗 W001,液型时间窗,井 红页L1HF-段 15-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:15:1:0.12%减阻水
E00187,"施工泵压变化 起6.71→止38.12，变化31.41，均值32.0825，范围[6.71, 38.12]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:15:1
E00188,"排量变化 起0.13→止2，变化1.87，均值1.6838，范围[0.13, 2.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:15:1
E00189,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:15:1
E00190,时间窗 W002,时间窗,井 红页L1HF-段 15 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:15:2
E00191,15%HCl@时间窗 W002,液型时间窗,井 红页L1HF-段 15-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:15:2:15%HCl
E00192,"施工泵压变化 起38.37→止41.39，变化3.02，均值40.2252，范围[38.37, 41.39]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:15:2
E00193,"排量变化 起2→止2，变化0，均值2，范围[2, 2]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:15:2
E00194,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:15:2
E00195,时间窗 W003,时间窗,井 红页L1HF-段 15 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:15:3
E00196,0.25%减阻水@时间窗 W003,液型时间窗,井 红页L1HF-段 15-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:15:3:0.25%减阻水
E00197,"施工泵压变化 起41.49→止74.54，变化33.05，均值66.3958，范围[41.49, 90.89]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:15:3
E00198,"排量变化 起2→止24.05，变化22.05，均值10.6773，范围[2, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:15:3
E00199,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:15:3
E00200,时间窗 W004,时间窗,井 红页L1HF-段 15 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:15:4
E00201,0.12%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 15-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:15:4:0.12%减阻水
E00202,"施工泵压变化 起74.62→止86.16，变化11.54，均值82.5118，范围[68.97, 91.24]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:15:4
E00203,"排量变化 起24.05→止22.16，变化-1.89，均值22.5968，范围[16.9, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:15:4
E00204,"砂比变化 起1→止12，变化11，均值9.1974，范围[0.1, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:15:4
E00205,时间窗 W005,时间窗,井 红页L1HF-段 15 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:15:5
E00206,0.25%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 15-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:15:5:0.25%减阻水
E00207,"施工泵压变化 起86.17→止86，变化-0.17，均值86.11，范围[85.96, 86.3]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:15:5
E00208,"排量变化 起22.16→止22.16，变化0，均值22.16，范围[22.16, 22.16]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:15:5
E00209,"砂比变化 起12→止0.3，变化-11.7，均值11.3182，范围[0.3, 12]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:15:5
E00210,时间窗 W006,时间窗,井 红页L1HF-段 15 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:15:6
E00211,0.12%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 15-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:15:6:0.12%减阻水
E00212,"施工泵压变化 起85.94→止0，变化-85.94，均值40.838，范围[0, 85.94]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:15:6
E00213,"排量变化 起22.16→止0，变化-22.16，均值1.7545，范围[0, 22.16]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:15:6
E00214,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:15:6
E00215,段 16,压裂段,井 红页L1HF 的第 16 段。,,,,segment:红页L1HF:16
E00216,时间窗 W001,时间窗,井 红页L1HF-段 16 中使用液型 未标注液型 的连续时间窗。,,,,time_window:红页L1HF:16:1
E00217,未标注液型@时间窗 W001,液型时间窗,井 红页L1HF-段 16-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:16:1:未标注液型
E00218,"施工泵压变化 起5.33→止20.12，变化14.79，均值12.725，范围[5.33, 20.12]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:16:1
E00219,"排量变化 起0→止0，变化0，均值0，范围[0, 0]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:16:1
E00220,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:16:1
E00221,时间窗 W002,时间窗,井 红页L1HF-段 16 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:16:2
E00222,0.12%减阻水@时间窗 W002,液型时间窗,井 红页L1HF-段 16-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:16:2:0.12%减阻水
E00223,"施工泵压变化 起21.84→止46.12，变化24.28，均值36.9526，范围[21.84, 46.12]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:16:2
E00224,"排量变化 起0.35→止2，变化1.65，均值1.5916，范围[0.35, 2]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:16:2
E00225,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:16:2
E00226,时间窗 W003,时间窗,井 红页L1HF-段 16 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:16:3
E00227,15%HCl@时间窗 W003,液型时间窗,井 红页L1HF-段 16-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:16:3:15%HCl
E00228,"施工泵压变化 起46.36→止47.78，变化1.42，均值47.5897，范围[46.36, 47.83]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:16:3
E00229,"排量变化 起2→止2，变化0，均值2，范围[2, 2]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:16:3
E00230,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:16:3
E00231,时间窗 W004,时间窗,井 红页L1HF-段 16 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:16:4
E00232,0.25%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 16-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:16:4:0.25%减阻水
E00233,"施工泵压变化 起47.83→止47.83，变化0，均值47.83，范围[47.83, 47.83]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:16:4
E00234,"排量变化 起2→止2，变化0，均值2，范围[2, 2]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:16:4
E00235,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:16:4
E00236,时间窗 W005,时间窗,井 红页L1HF-段 16 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:16:5
E00237,15%HCl@时间窗 W005,液型时间窗,井 红页L1HF-段 16-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:16:5:15%HCl
E00238,"施工泵压变化 起47.82→止47.82，变化0，均值47.82，范围[47.82, 47.82]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:16:5
E00239,"排量变化 起2→止2，变化0，均值2，范围[2, 2]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:16:5
E00240,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:16:5
E00241,时间窗 W006,时间窗,井 红页L1HF-段 16 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:16:6
E00242,0.25%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 16-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:16:6:0.25%减阻水
E00243,"施工泵压变化 起47.84→止71.51，变化23.67，均值66.7444，范围[47.84, 91.98]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:16:6
E00244,"排量变化 起2→止24.09，变化22.09，均值11.307，范围[2, 24.09]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:16:6
E00245,"砂比变化 起1.4→止5.1，变化3.7，均值4.34，范围[1.4, 5.4]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:16:6
E00246,时间窗 W007,时间窗,井 红页L1HF-段 16 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:16:7
E00247,0.12%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 16-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:16:7:0.12%减阻水
E00248,"施工泵压变化 起71.73→止87.67，变化15.94，均值82.1859，范围[63.03, 91.78]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:16:7
E00249,"排量变化 起24.09→止24.07，变化-0.02，均值23.6299，范围[18.17, 24.14]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:16:7
E00250,"砂比变化 起5.1→止14，变化8.9，均值9.7328，范围[0.2, 14]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:16:7
E00251,时间窗 W008,时间窗,井 红页L1HF-段 16 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:16:8
E00252,0.25%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 16-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:16:8:0.25%减阻水
E00253,"施工泵压变化 起87.58→止85.77，变化-1.81，均值86.78，范围[85.77, 87.6]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:16:8
E00254,"排量变化 起24.07→止24.07，变化0，均值24.07，范围[24.07, 24.07]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:16:8
E00255,"砂比变化 起14→止1.8，变化-12.2，均值12.9833，范围[1.8, 14]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:16:8
E00256,时间窗 W009,时间窗,井 红页L1HF-段 16 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:16:9
E00257,0.12%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 16-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:16:9:0.12%减阻水
E00258,"施工泵压变化 起85.6→止0.76，变化-84.84，均值36.3602，范围[0.76, 85.6]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:16:9
E00259,"排量变化 起24.07→止0，变化-24.07，均值1.648，范围[0, 24.09]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:16:9
E00260,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:16:9
E00261,段 17,压裂段,井 红页L1HF 的第 17 段。,,,,segment:红页L1HF:17
E00262,时间窗 W001,时间窗,井 红页L1HF-段 17 中使用液型 未标注液型 的连续时间窗。,,,,time_window:红页L1HF:17:1
E00263,未标注液型@时间窗 W001,液型时间窗,井 红页L1HF-段 17-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:17:1:未标注液型
E00264,"施工泵压变化 起16.52→止16.52，变化0，均值16.52，范围[16.52, 16.52]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:17:1
E00265,"排量变化 起0.07→止0.07，变化0，均值0.07，范围[0.07, 0.07]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:17:1
E00266,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:17:1
E00267,时间窗 W002,时间窗,井 红页L1HF-段 17 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:17:2
E00268,0.12%减阻水@时间窗 W002,液型时间窗,井 红页L1HF-段 17-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:17:2:0.12%减阻水
E00269,"施工泵压变化 起24.02→止39.1，变化15.08，均值34.0067，范围[24.02, 39.1]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:17:2
E00270,"排量变化 起0.42→止1.99，变化1.57，均值1.6439，范围[0.42, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:17:2
E00271,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:17:2
E00272,时间窗 W003,时间窗,井 红页L1HF-段 17 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:17:3
E00273,15%HCl@时间窗 W003,液型时间窗,井 红页L1HF-段 17-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:17:3:15%HCl
E00274,"施工泵压变化 起39.01→止40.1，变化1.09，均值39.6462，范围[39, 40.1]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:17:3
E00275,"排量变化 起1.99→止1.99，变化0，均值1.99，范围[1.99, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:17:3
E00276,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:17:3
E00277,时间窗 W004,时间窗,井 红页L1HF-段 17 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:17:4
E00278,0.25%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 17-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:17:4:0.25%减阻水
E00279,"施工泵压变化 起40.06→止77.32，变化37.26，均值67.8627，范围[40.06, 90.51]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:17:4
E00280,"排量变化 起1.99→止24.08，变化22.09，均值11.8539，范围[1.99, 24.08]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:17:4
E00281,"砂比变化 起1.5→止5.2，变化3.7，均值3.35，范围[1.5, 5.2]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:17:4
E00282,时间窗 W005,时间窗,井 红页L1HF-段 17 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:17:5
E00283,0.12%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 17-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:17:5:0.12%减阻水
E00284,"施工泵压变化 起77.19→止86.83，变化9.64，均值84.2036，范围[59.88, 90.33]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:17:5
E00285,"排量变化 起24.08→止22.77，变化-1.31，均值23.4246，范围[15.11, 24.09]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:17:5
E00286,"砂比变化 起5.4→止12，变化6.6，均值9.2253，范围[0.1, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:17:5
E00287,时间窗 W006,时间窗,井 红页L1HF-段 17 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:17:6
E00288,0.18%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 17-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:17:6:0.18%减阻水
E00289,"施工泵压变化 起87.01→止86.51，变化-0.5，均值87.174，范围[86.51, 87.92]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:17:6
E00290,"排量变化 起22.77→止22.77，变化0，均值22.77，范围[22.77, 22.77]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:17:6
